1,7643.4

2,14023.0

3,63266.36666666667

4,141476.5

5,177548.8

6,187683.23333333334

7,190690.73333333334

8,191994.2

9,192645.13333333333

10,193026.46666666667

11,193173.43333333332

12,193365.8

13,193501.33333333334

14,193563.66666666666
15,193631.83333333334
