1,60839.6
2,62214.833333333336
3,70733.8
4,97002.73333333334
5,139342.53333333333
6,165560.16666666666
7,180013.6
8,186039.9
9,188785.4
10,190400.0
11,191419.86666666667
12,192144.5
13,192263.43333333332
14,192592.13333333333
15,192944.56666666668
