1,42.43333333333333,836.8
2,117.93333333333334,906.2333333333333
3,563.0666666666667,1161.7666666666667
4,1750.0666666666666,1804.1333333333334
5,2621.2,2067.0333333333333
6,2278.133333333333,1532.1666666666667
7,1699.0333333333333,904.1
8,1382.7666666666667,586.8
9,1220.3333333333333,415.1666666666667
10,1125.9333333333334,323.8666666666667
11,1060.8,265.2
12,1020.0666666666667,221.1
13,1008.3,206.4
14,983.6666666666666,181.5
15,961.1666666666666,163.83333333333334
